YEAR,PROJECT,SPECIES,DATE,WT_MALE,WT_FEMALE,WT_E1,VOL_E1
2003-04,COPA,ADPE,10/30/2003,4350,3650,112,101.1477914
2003-04,COPA,ADPE,10/30/2003,4500,3750,112,102.5036652
2003-04,COPA,ADPE,10/30/2003,4400,3650,114,102.7280957
2003-04,COPA,ADPE,10/30/2003,4650,3350,124,114.1684716
2003-04,COPA,ADPE,10/30/2003,4250,3350,120,107.7134838
2003-04,COPA,ADPE,10/30/2003,3500,3650,114,102.3530112
2003-04,COPA,ADPE,10/30/2003,3950,3500,114,105.6177193
2003-04,COPA,ADPE,10/30/2003,4150,3600,124,112.6040832
2003-04,COPA,ADPE,10/30/2003,4400,3850,126,113.959895
2003-04,COPA,ADPE,10/30/2003,4300,3700,102,92.12813466
2003-04,COPA,ADPE,10/30/2003,4200,3750,110,99.85340262
2003-04,COPA,ADPE,10/30/2003,4200,3700,122,109.2509891
2003-04,COPA,ADPE,10/30/2003,4050,3300,118,110.3321088
2003-04,COPA,ADPE,10/30/2003,4000,3600,112,104.9047194
2003-04,COPA,ADPE,10/30/2003,4200,4200,124,116.1175137
2003-04,COPA,ADPE,10/30/2003,3850,3700,114,105.8577505
2003-04,COPA,ADPE,10/30/2003,4500,4200,128,115.7550817
2003-04,COPA,ADPE,10/30/2003,4800,3800,120,111.3443057
2003-04,COPA,ADPE,10/30/2003,4950,4050,126,113.9199104
2003-04,COPA,ADPE,10/30/2003,3800,3250,120,112.536832
2003-04,COPA,ADPE,10/30/2003,4350,3900,96,86.77634458
2003-04,COPA,ADPE,10/30/2003,4100,3950,112,110.6363474
2003-04,COPA,ADPE,10/30/2003,4000,3600,114,102.3527025
2003-04,COPA,ADPE,10/30/2003,4200,3200,108,100.0099123
2003-04,COPA,ADPE,10/30/2003,4500,3950,142,128.0436204
2003-04,COPA,ADPE,10/30/2003,4700,3950,104,95.3531904
2003-04,COPA,ADPE,10/30/2003,4400,3800,114,104.6288384
2003-04,COPA,ADPE,10/30/2003,4500,3600,130,120.0643031
2003-04,COPA,ADPE,10/30/2003,4100,3700,128,116.4251546
2003-04,COPA,ADPE,10/30/2003,3950,3250,134,122.3014912
2004-05,COPA,ADPE,10/30/2004,4050,3750,115,106.3016832
2004-05,COPA,ADPE,10/30/2004,4800,3700,115,101.0384128
2004-05,COPA,ADPE,10/30/2004,4000,3600,120,108.734912
2004-05,COPA,ADPE,10/30/2004,4250,3600,125,112.9693839
2004-05,COPA,ADPE,10/30/2004,4600,3900,115,89.8340864
2004-05,COPA,ADPE,10/30/2004,4100,3850,110,100.7728026
2004-05,COPA,ADPE,10/30/2004,4400,4200,120,111.9194726
2004-05,COPA,ADPE,10/30/2004,4450,4000,115,112.75264
2004-05,COPA,ADPE,10/30/2004,4350,3450,110,96.35991552
2004-05,COPA,ADPE,10/30/2004,4450,3750,115,106.427817
2004-05,COPA,ADPE,10/30/2004,4150,4000,130,113.3541458
2004-05,COPA,ADPE,10/30/2004,4450,3450,110,98.81750938
2004-05,COPA,ADPE,10/30/2004,4500,3700,120,106.428695
2004-05,COPA,ADPE,10/30/2004,4300,3300,140,125.5334216
2004-05,COPA,ADPE,10/30/2004,4650,3450,120,114.088554
2004-05,COPA,ADPE,10/30/2004,4350,4000,125,111.958592
2004-05,COPA,ADPE,10/30/2004,4650,3400,125,116.40832
2004-05,COPA,ADPE,10/30/2004,4600,3650,100,91.373568
2004-05,COPA,ADPE,10/30/2004,4150,3900,120,112.536832
2004-05,COPA,ADPE,10/30/2004,4150,3650,120,109.7196088
2004-05,COPA,ADPE,10/30/2004,4350,3600,100,90.19017011
2004-05,COPA,ADPE,10/30/2004,4150,3900,115,107.390718
2004-05,COPA,ADPE,10/30/2004,4350,3300,105,97.88575539
2004-05,COPA,ADPE,10/30/2004,4050,3950,110,101.3004063
2004-05,COPA,ADPE,10/30/2004,4700,4100,130,116.2081152
2004-05,COPA,ADPE,11/2/2004,4150,3800,116,103.9739796
2004-05,COPA,ADPE,11/2/2004,4250,3500,124,104.3825746
2004-05,COPA,ADPE,11/2/2004,4350,3900,130,115.2130637
2004-05,COPA,ADPE,11/2/2004,4100,3400,124,110.7392
2004-05,COPA,ADPE,11/2/2004,3950,3900,120,106.8657869
2004-05,COPA,ADPE,11/2/2004,4100,3550,105,94.48020378
2004-05,COPA,ADPE,11/2/2004,4150,3350,125,110.1612319
2004-05,COPA,ADPE,11/2/2004,5300,3500,111,98.84218573
2004-05,COPA,ADPE,11/2/2004,3900,3700,125,113.4557962
2004-05,COPA,ADPE,11/2/2004,4350,3400,130,118.0960358
2004-05,COPA,ADPE,11/2/2004,4700,3350,115,105.93792
2004-05,COPA,ADPE,11/2/2004,4350,3550,118,103.7130204
2004-05,COPA,ADPE,11/2/2004,4700,3900,108,97.06143744
2004-05,COPA,ADPE,11/2/2004,4250,3900,142,129.0156114
2004-05,COPA,ADPE,11/2/2004,4550,4200,120,108.585129
2004-05,COPA,ADPE,11/2/2004,4350,4000,130,117.1467095
2004-05,COPA,ADPE,11/2/2004,4100,3450,114,104.5359084
2004-05,COPA,ADPE,11/2/2004,4300,4200,142,128.8700559
2004-05,COPA,ADPE,11/2/2004,3900,3650,142,125.2093379
2004-05,COPA,ADPE,11/2/2004,4500,3500,116,104.5609344
2004-05,COPA,ADPE,11/2/2004,4600,3500,122,110.25568
2004-05,COPA,ADPE,11/2/2004,4700,3400,120,109.2870717
2004-05,COPA,ADPE,11/2/2004,4550,3500,134,124.589952
2004-05,COPA,ADPE,11/2/2004,4450,3700,122,112.3131709
2004-05,COPA,ADPE,11/2/2004,3850,3300,108,97.33255936
2005-06,COPA,ADPE,10/30/2005,4250,3900,104,92.70991872
2005-06,COPA,ADPE,10/30/2005,4500,3700,106,93.43991808
2005-06,COPA,ADPE,10/30/2005,3950,3500,110,100.4871352
2005-06,COPA,ADPE,10/30/2005,4150,3800,112,104.50944
2005-06,COPA,ADPE,10/30/2005,4050,3200,140,118.3328768
2005-06,COPA,ADPE,10/30/2005,4450,3550,106,98.5756713
2005-06,COPA,ADPE,10/30/2005,4400,3300,118,106.3173356
2005-06,COPA,ADPE,10/30/2005,3950,3800,116,103.3297244
2005-06,COPA,ADPE,10/30/2005,4400,4150,130,122.0351672
2005-06,COPA,ADPE,10/30/2005,4000,3600,108,93.8100096
2005-06,COPA,ADPE,10/30/2005,4000,3700,136,118.4240804
2005-06,COPA,ADPE,10/30/2005,4100,3600,120,114.2330542
2005-06,COPA,ADPE,10/30/2005,3900,3800,126,113.2349184
2005-06,COPA,ADPE,10/30/2005,4400,3700,126,96.24408883
2005-06,COPA,ADPE,10/30/2005,4300,4100,134,108.988416
2005-06,COPA,ADPE,10/30/2005,5000,3900,136,114.4815616
2005-06,COPA,ADPE,10/30/2005,4500,3500,126,103.5859436
2005-06,COPA,ADPE,10/30/2005,3950,3750,118,104.3246848
2005-06,COPA,ADPE,10/30/2005,3800,3650,104,93.8448
2005-06,COPA,ADPE,10/30/2005,4500,3900,134,115.1553208
2005-06,COPA,ADPE,10/30/2005,4500,3100,104,92.21943091
2005-06,COPA,ADPE,10/30/2005,4200,3700,142,126.541312
2005-06,COPA,ADPE,10/30/2005,4500,3900,120,104.9573376
2005-06,COPA,ADPE,10/30/2005,4800,4150,130,117.4420029
2005-06,COPA,ADPE,10/30/2005,4750,3700,108,95.58598656
2005-06,COPA,ADPE,10/30/2005,4000,3700,132,107.9364649
2005-06,COPA,ADPE,10/30/2005,3850,3500,112,92.47601459
2005-06,COPA,ADPE,10/30/2005,4400,4000,124,113.1145897
2005-06,COPA,ADPE,10/30/2005,4200,3650,124,130.5830851
2005-06,COPA,ADPE,10/30/2005,4200,3650,138,121.618219
2005-06,COPA,ADPE,10/30/2005,4250,3600,128,116.5350016
2005-06,COPA,ADPE,10/30/2005,4000,3800,122,108.9950607
2005-06,COPA,ADPE,10/30/2005,4250,3600,130,117.4098678
2005-06,COPA,ADPE,10/30/2005,4050,3800,112,101.8998144
2005-06,COPA,ADPE,10/30/2005,4450,4200,130,107.3122345
2005-06,COPA,ADPE,10/30/2005,4200,3750,132,118.4365609
2005-06,COPA,ADPE,10/30/2005,3950,3700,124,109.9224617
2005-06,COPA,ADPE,10/30/2005,4700,4000,116,103.0258289
2005-06,COPA,ADPE,10/30/2005,4050,3500,108,96.1486848
2005-06,COPA,ADPE,10/30/2005,4900,3400,100,88.47393587
2005-06,COPA,ADPE,10/30/2005,4250,3600,114,102.2657126
2005-06,COPA,ADPE,10/30/2005,4000,3650,122,109.8974822
2005-06,COPA,ADPE,10/30/2005,4300,3200,94,84.5897728
2005-06,COPA,ADPE,10/30/2005,3700,3700,120,109.3202657
2005-06,COPA,ADPE,10/30/2005,4300,3250,110,99.0717143
2005-06,COPA,ADPE,10/30/2005,4900,3750,110,97.85927834
2005-06,COPA,ADPE,10/30/2005,4450,3600,134,121.4974034
2005-06,COPA,ADPE,10/30/2005,4350,3300,106,95.85390131
2005-06,COPA,ADPE,10/30/2005,4200,4000,120,109.1344896
2005-06,COPA,ADPE,10/30/2005,NA,NA,118,107.5134628
2006-07,COPA,ADPE,10/28/2006,4400,3800,112,102.6546278
2006-07,COPA,ADPE,10/28/2006,4600,4600,134,124.0119808
2006-07,COPA,ADPE,10/28/2006,4450,4200,132,122.9853819
2006-07,COPA,ADPE,10/28/2006,4600,3750,122,111.1422541
2006-07,COPA,ADPE,10/28/2006,4700,4450,118,106.4065802
2006-07,COPA,ADPE,10/28/2006,4750,3900,112,99.3590016
2006-07,COPA,ADPE,10/28/2006,4750,3950,122,105.9076874
2006-07,COPA,ADPE,10/28/2006,4450,3850,120,108.0162918
2006-07,COPA,ADPE,10/28/2006,4950,4050,126,117.9834691
2006-07,COPA,ADPE,10/28/2006,4350,4350,100,90.71258829
2006-07,COPA,ADPE,10/28/2006,5200,4200,132,118.1457572
2006-07,COPA,ADPE,10/28/2006,4750,3550,126,112.8750653
2006-07,COPA,ADPE,10/28/2006,5050,3750,128,114.2340434
2006-07,COPA,ADPE,10/28/2006,4700,3450,122,111.9931904
2006-07,COPA,ADPE,10/28/2006,4700,3600,116,106.1680553
2006-07,COPA,ADPE,10/28/2006,4350,3590,110,99.236352
2006-07,COPA,ADPE,10/28/2006,4900,4200,104,95.988416
2006-07,COPA,ADPE,10/28/2006,4850,4000,134,122.1327995
2006-07,COPA,ADPE,10/28/2006,5000,3750,110,102.9559936
2006-07,COPA,ADPE,10/28/2006,4700,3750,118,107.0130156
2006-07,COPA,ADPE,10/28/2006,4800,3900,136,121.9902408
2006-07,COPA,ADPE,10/28/2006,4450,4050,116,106.8917166
2006-07,COPA,ADPE,10/28/2006,5200,3950,140,128.2224522
2006-07,COPA,ADPE,10/28/2006,4850,3950,132,119.0515016
2006-07,COPA,ADPE,10/28/2006,4300,3600,120,108.030528
2006-07,COPA,ADPE,10/28/2006,4600,3350,135,121.7692324
2006-07,COPA,ADPE,10/28/2006,4750,3500,124,108.1138545
2006-07,COPA,ADPE,10/28/2006,4300,3750,117,95.67936
2006-07,COPA,ADPE,10/28/2006,5000,4450,110,92.95324877
2006-07,COPA,ADPE,10/28/2006,4950,4000,130,113.1131223
2006-07,COPA,ADPE,10/28/2006,4650,3750,135,107.957846
2006-07,COPA,ADPE,10/28/2006,4800,3450,101,96.87207629
2006-07,COPA,ADPE,10/28/2006,4600,3700,115,97.7469824
2006-07,COPA,ADPE,10/28/2006,4700,3800,144,124.405632
2006-07,COPA,ADPE,10/28/2006,4600,3800,125,115.9568
2006-07,COPA,ADPE,10/28/2006,5100,3900,120,103.1080704
2006-07,COPA,ADPE,10/28/2006,5000,4100,125,112.7817165
2006-07,COPA,ADPE,10/28/2006,4550,3800,114,104.532609
2006-07,COPA,ADPE,10/28/2006,4400,3700,130,117.3353472
2006-07,COPA,ADPE,10/28/2006,4300,3900,135,121.64115
2006-07,COPA,ADPE,10/28/2006,4950,3600,126,114.4297175
2006-07,COPA,ADPE,10/28/2006,4250,3600,132,117.2294461
2006-07,COPA,ADPE,10/28/2006,4500,4400,130,116.3754086
2006-07,COPA,ADPE,10/28/2006,4750,4450,132,117.6496
2006-07,COPA,ADPE,10/28/2006,4700,3550,115,103.3237955
2006-07,COPA,ADPE,10/28/2006,4400,3600,142,126.8628895
2006-07,COPA,ADPE,10/28/2006,5300,3900,120,106.1726331
2006-07,COPA,ADPE,10/28/2006,4600,3650,133,119.1057408
2006-07,COPA,ADPE,10/28/2006,5100,3300,126,128.9215058
2006-07,COPA,ADPE,10/28/2006,4575,3450,133,133.0977608
2007-08,COPA,ADPE,11/3/2007,4750,3450,125,108.1036227
2007-08,COPA,ADPE,11/3/2007,4400,3350,112,102.8039168
2007-08,COPA,ADPE,11/3/2007,3950,3600,135,120.8391229
2007-08,COPA,ADPE,11/3/2007,4350,3700,110,95.03404851
2007-08,COPA,ADPE,11/3/2007,4200,3200,125,112.7941079
2007-08,COPA,ADPE,11/3/2007,3800,3650,125,109.361922
2007-08,COPA,ADPE,11/3/2007,4150,3300,115,98.3331712
2007-08,COPA,ADPE,11/3/2007,4400,4000,135,121.8057523
2007-08,COPA,ADPE,11/3/2007,4550,3900,105,90.25990042
2007-08,COPA,ADPE,11/3/2007,4550,3400,120,106.8210586
2007-08,COPA,ADPE,11/3/2007,3750,3400,125,108.819072
2007-08,COPA,ADPE,11/3/2007,4250,3200,125,119.0344458
2007-08,COPA,ADPE,11/3/2007,4300,3300,115,107.9934336
2007-08,COPA,ADPE,11/3/2007,3900,3650,145,125.8073856
2007-08,COPA,ADPE,11/3/2007,4300,4200,140,124.7547064
2007-08,COPA,ADPE,11/3/2007,4100,3400,100,91.44738714
2007-08,COPA,ADPE,11/3/2007,4600,3200,105,92.8964608
2007-08,COPA,ADPE,11/3/2007,4500,3450,135,112.5516411
2007-08,COPA,ADPE,11/3/2007,4000,3600,115,102.7280957
2007-08,COPA,ADPE,11/3/2007,4100,3900,125,107.411605
2007-08,COPA,ADPE,11/3/2007,4400,3750,125,111.4808361
2007-08,COPA,ADPE,11/3/2007,4400,3350,125,115.3392343
2007-08,COPA,ADPE,11/3/2007,4450,4000,120,108.416
2007-08,COPA,ADPE,11/3/2007,4350,3800,105,89.93115546
2007-08,COPA,ADPE,11/3/2007,4400,3500,102,93.06588774
2007-08,COPA,ADPE,11/3/2007,4600,3250,134,124.1571
2007-08,COPA,ADPE,11/3/2007,4050,3850,138,123.9884083
2007-08,COPA,ADPE,11/3/2007,4450,3550,114,104.0615424
2007-08,COPA,ADPE,11/3/2007,4650,3100,113,105.7038336
2007-08,COPA,ADPE,11/3/2007,3850,3250,129,114.3986458
2007-08,COPA,ADPE,11/3/2007,4650,2950,106,94.0588032
2007-08,COPA,ADPE,11/3/2007,3850,3700,124,111.4808361
2007-08,COPA,ADPE,11/3/2007,4050,3290,120,109.03552
2007-08,COPA,ADPE,11/3/2007,4250,3350,122,109.03552
2007-08,COPA,ADPE,11/3/2007,4000,3350,124,109.495296
2007-08,COPA,ADPE,11/3/2007,3950,3700,124,110.2979727
2007-08,COPA,ADPE,11/3/2007,3800,3600,121,110.27456
2007-08,COPA,ADPE,11/3/2007,3900,3750,130,126.5999872
2007-08,COPA,ADPE,11/3/2007,4000,3250,113,106.2051809
2007-08,COPA,ADPE,11/3/2007,4150,3050,121,113.3180928
2007-08,COPA,ADPE,11/3/2007,4000,3050,110,97.57272115
2007-08,COPA,ADPE,11/3/2007,4700,3250,100,93.11512064
2007-08,COPA,ADPE,11/3/2007,4850,3300,112,104.4943442
2007-08,COPA,ADPE,11/3/2007,4300,3500,130,109.607616
2007-08,COPA,ADPE,11/3/2007,4000,3200,102,93.90938522
2007-08,COPA,ADPE,11/3/2007,4100,3950,132,124.8537805
2007-08,COPA,ADPE,11/3/2007,3900,3200,92,83.8344663
2007-08,COPA,ADPE,11/3/2007,4000,3650,119,106.8210586
2007-08,COPA,ADPE,11/3/2007,4250,4000,131,120.1888
2007-08,COPA,ADPE,11/3/2007,4600,3400,113,104.0205312
2008-09,COPA,ADPE,10/26/2008,4300,3600,134,121.1546936
2008-09,COPA,ADPE,10/26/2008,4650,3450,118,109.9339776
2008-09,COPA,ADPE,10/26/2008,4200,3700,120,108.0856535
2008-09,COPA,ADPE,10/26/2008,4600,3700,116,108.0024806
2008-09,COPA,ADPE,10/26/2008,4000,3750,126,115.7787648
2008-09,COPA,ADPE,10/26/2008,4350,3250,120,106.9043594
2008-09,COPA,ADPE,10/26/2008,4400,3950,126,116.7561564
2008-09,COPA,ADPE,10/26/2008,4450,4400,124,113.738178
2008-09,COPA,ADPE,10/26/2008,4000,3400,118,104.6271375
2008-09,COPA,ADPE,10/26/2008,4500,3700,108,96.77154918
2008-09,COPA,ADPE,10/26/2008,4100,3400,122,112.0140657
2008-09,COPA,ADPE,10/26/2008,4000,3550,120,111.5764716
2008-09,COPA,ADPE,10/26/2008,4400,3500,114,102.5036652
2008-09,COPA,ADPE,10/26/2008,3950,3800,130,117.1725005
2008-09,COPA,ADPE,10/26/2008,4350,3150,116,107.9383219
2008-09,COPA,ADPE,10/26/2008,3900,3100,114,101.2641152
2008-09,COPA,ADPE,10/26/2008,5000,4550,108,97.790976
2008-09,COPA,ADPE,10/26/2008,4250,3650,92,85.6842624
2008-09,COPA,ADPE,10/26/2008,4700,3900,122,109.282517
2008-09,COPA,ADPE,10/26/2008,4550,3400,100,91.7633024
2008-09,COPA,ADPE,10/26/2008,4000,3750,104,96.78887322
2008-09,COPA,ADPE,10/26/2008,4100,3400,102,93.1733504
2008-09,COPA,ADPE,10/26/2008,4800,3900,134,122.7309466
2008-09,COPA,ADPE,10/26/2008,4200,3500,106,98.96928461
2008-09,COPA,ADPE,10/26/2008,3600,3550,114,104.6997893
2008-09,COPA,ADPE,10/26/2008,5500,3650,120,104.93807
2008-09,COPA,ADPE,10/26/2008,4950,3800,132,117.4399468
2008-09,COPA,ADPE,10/26/2008,4800,3950,112,100.4024381
2008-09,COPA,ADPE,10/26/2008,4150,4100,132,117.039956
2008-09,COPA,ADPE,10/26/2008,4450,3900,130,115.9929472
2008-09,COPA,ADPE,10/26/2008,4150,3850,112,101.32416
2008-09,COPA,ADPE,10/26/2008,5000,3850,108,94.41407693
2008-09,COPA,ADPE,10/26/2008,4500,3750,102,89.64392141
2008-09,COPA,ADPE,10/26/2008,4050,3300,116,104.932992
2008-09,COPA,ADPE,10/26/2008,4500,3750,122,108.723327
2008-09,COPA,ADPE,10/26/2008,4900,3350,106,93.28032
2008-09,COPA,ADPE,10/26/2008,4200,4000,128,114.4721572
2008-09,COPA,ADPE,10/26/2008,4450,3950,138,122.9595218
2008-09,COPA,ADPE,10/26/2008,3750,3550,124,113.0367775
2008-09,COPA,ADPE,10/26/2008,4050,3000,98,88.39414579
2008-09,COPA,ADPE,10/26/2008,4600,3450,134,118.7669279
2008-09,COPA,ADPE,10/26/2008,4850,4100,116,103.9300992
2008-09,COPA,ADPE,10/26/2008,4150,3600,106,92.70991872
2008-09,COPA,ADPE,10/26/2008,4500,3600,104,90.96169882
2008-09,COPA,ADPE,10/26/2008,4250,3600,126,114.1687624
2008-09,COPA,ADPE,10/26/2008,4450,3800,112,98.91659008
2008-09,COPA,ADPE,10/26/2008,4350,3700,128,113.9130737
2008-09,COPA,ADPE,10/26/2008,4050,3550,120,107.2562176
2008-09,COPA,ADPE,10/26/2008,4650,3550,116,102.4364928
2008-09,COPA,ADPE,10/26/2008,4900,3450,112,99.6603264
2009-10,COPA,ADPE,NA,NA,NA,NA,NA
2010-11,COPA,ADPE,10/28/2010,4700,3600,126,114.4965888
2010-11,COPA,ADPE,10/28/2010,3650,3150,110,100.5528044
2010-11,COPA,ADPE,10/28/2010,4600,3600,108,83.08937728
2010-11,COPA,ADPE,10/28/2010,4450,3450,118,107.6289536
2010-11,COPA,ADPE,10/28/2010,5000,3450,122,110.6280448
2010-11,COPA,ADPE,10/28/2010,4200,4050,148,131.4243886
2010-11,COPA,ADPE,10/28/2010,4300,3650,120,109.1344896
2010-11,COPA,ADPE,10/28/2010,4450,4150,110,101.18304
2010-11,COPA,ADPE,10/28/2010,5050,3800,122,110.8732585
2010-11,COPA,ADPE,10/28/2010,4850,3550,122,111.5626291
2010-11,COPA,ADPE,10/28/2010,5100,3250,92,82.64062106
2010-11,COPA,ADPE,10/28/2010,4400,3150,100,89.97322752
2010-11,COPA,ADPE,10/28/2010,4450,3750,124,113.3602017
2010-11,COPA,ADPE,10/28/2010,4300,3950,126,113.5181824
2010-11,COPA,ADPE,10/28/2010,4800,3600,106,95.63406336
2010-11,COPA,ADPE,10/28/2010,4350,4100,114,104.6816686
2010-11,COPA,ADPE,10/28/2010,5150,3500,120,109.4453714
2010-11,COPA,ADPE,10/28/2010,4300,3300,130,118.1825311
2010-11,COPA,ADPE,10/28/2010,4750,3100,112,100.7015511
2010-11,COPA,ADPE,10/28/2010,4250,3900,124,110.8144896
2010-11,COPA,ADPE,10/28/2010,4000,4000,116,106.0928
2010-11,COPA,ADPE,10/28/2010,4100,4050,122,110.9491712
2010-11,COPA,ADPE,10/28/2010,4800,3600,106,96.7913984
2010-11,COPA,ADPE,10/28/2010,5200,3700,130,115.1929958
2010-11,COPA,ADPE,10/28/2010,4400,3800,132,119.690367
2010-11,COPA,ADPE,10/28/2010,4650,3950,112,101.6951086
2010-11,COPA,ADPE,10/28/2010,4350,3350,112,95.5998208
2010-11,COPA,ADPE,10/28/2010,4550,3500,113,96.72390144
2010-11,COPA,ADPE,10/28/2010,5100,3800,140,126.1136
2010-11,COPA,ADPE,10/28/2010,5000,4200,112,100.2553108
2010-11,COPA,ADPE,10/28/2010,4900,3700,102,92.340736
2010-11,COPA,ADPE,10/28/2010,4700,3800,102,93.13115392
2010-11,COPA,ADPE,10/28/2010,4800,3700,100,90.59904
2010-11,COPA,ADPE,10/28/2010,4400,4100,120,105.1273236
2010-11,COPA,ADPE,10/28/2010,4350,3750,112,101.6752456
2010-11,COPA,ADPE,10/28/2010,4450,4150,122,109.0499052
2010-11,COPA,ADPE,10/28/2010,4950,4000,118,108.9756488
2010-11,COPA,ADPE,10/28/2010,5000,4200,112,101.4502589
2010-11,COPA,ADPE,10/28/2010,4500,4300,116,105.6236913
2010-11,COPA,ADPE,10/28/2010,4500,3450,110,100.3191665
2010-11,COPA,ADPE,10/28/2010,4700,4200,116,105.4129029
2010-11,COPA,ADPE,10/28/2010,4950,3350,96,86.4
2010-11,COPA,ADPE,10/28/2010,4500,3900,114,94.15669402
2010-11,COPA,ADPE,10/28/2010,4300,3650,124,112.5412475
2010-11,COPA,ADPE,10/28/2010,4650,3650,130,119.1378944
2010-11,COPA,ADPE,10/28/2010,4300,3900,116,107.6396175
2010-11,COPA,ADPE,10/28/2010,4500,4000,108,106.7898301
2010-11,COPA,ADPE,10/28/2010,4600,3700,112,100.4040576
2010-11,COPA,ADPE,10/28/2010,4650,3500,120,105.7604239
2010-11,COPA,ADPE,10/28/2010,4600,4300,124,113.6674345
2011-12,COPA,ADPE,10/30/2011,5050,3650,126,112.7334298
2011-12,COPA,ADPE,10/30/2011,4800,4300,122,110.5080238
2011-12,COPA,ADPE,10/30/2011,5200,4150,112,102.2657126
2011-12,COPA,ADPE,10/30/2011,5000,4250,128,114.8999946
2011-12,COPA,ADPE,10/30/2011,4700,3800,124,117.5156608
2011-12,COPA,ADPE,10/30/2011,4500,3650,110,99.78114765
2011-12,COPA,ADPE,10/30/2011,4550,4200,132,118.7704095
2011-12,COPA,ADPE,10/30/2011,4700,4050,120,107.5670487
2011-12,COPA,ADPE,10/30/2011,4800,4250,120,111.141376
2011-12,COPA,ADPE,10/30/2011,5000,4100,120,109.2921984
2011-12,COPA,ADPE,10/30/2011,5700,4000,114,101.60128
2011-12,COPA,ADPE,10/30/2011,5300,3700,112,101.597889
2011-12,COPA,ADPE,10/30/2011,5050,4150,124,116.1757819
2011-12,COPA,ADPE,10/30/2011,4650,4000,122,107.455316
2011-12,COPA,ADPE,10/30/2011,5050,4000,112,101.5606886
2011-12,COPA,ADPE,10/30/2011,4500,3900,96,87.3586688
2011-12,COPA,ADPE,10/30/2011,4900,4200,124,110.6067958
2011-12,COPA,ADPE,10/30/2011,5000,4400,124,110.5182152
2011-12,COPA,ADPE,10/30/2011,4500,4100,130,124.9312896
2011-12,COPA,ADPE,10/30/2011,4800,4300,130,117.855744
2011-12,COPA,ADPE,10/30/2011,4400,4200,142,132.6639836
2011-12,COPA,ADPE,10/30/2011,4700,3700,128,116.2477568
2011-12,COPA,ADPE,10/30/2011,5400,3700,110,98.11610112
2011-12,COPA,ADPE,10/30/2011,5500,4100,128,118.1003366
2011-12,COPA,ADPE,10/30/2011,4300,3900,120,108.4850703
2011-12,COPA,ADPE,10/30/2011,4600,3350,102,93.53205402
2011-12,COPA,ADPE,10/30/2011,4400,3450,137,120.8049408
2011-12,COPA,ADPE,10/30/2011,4800,3950,124,111.7272453
2011-12,COPA,ADPE,10/30/2011,5450,3850,105,98.2388736
2011-12,COPA,ADPE,10/30/2011,5100,4500,125,114.6829655
2011-12,COPA,ADPE,10/30/2011,5050,3750,115,104.69888
2011-12,COPA,ADPE,10/30/2011,4200,4200,132,119.7249039
2011-12,COPA,ADPE,10/30/2011,5300,4500,130,116.4327322
2011-12,COPA,ADPE,10/30/2011,4150,3850,107,101.2855501
2011-12,COPA,ADPE,10/30/2011,4600,3650,139,113.8247148
2011-12,COPA,ADPE,10/30/2011,4850,4000,119,100.4214436
2011-12,COPA,ADPE,10/30/2011,4500,3750,121,103.5896095
2011-12,COPA,ADPE,10/30/2011,4300,4150,120,116.2917908
2011-12,COPA,ADPE,10/30/2011,5000,3950,126,122.9595218
2011-12,COPA,ADPE,10/30/2011,4850,3350,125,115.3414881
2011-12,COPA,ADPE,10/30/2011,4550,3800,124,109.8025349
2011-12,COPA,ADPE,10/30/2011,4800,4500,132,122.8626821
2011-12,COPA,ADPE,10/30/2011,4650,3800,103,93.8344832
2011-12,COPA,ADPE,10/30/2011,4250,3800,100,88.25300378
2011-12,COPA,ADPE,10/30/2011,4150,3600,103,94.69027277
2011-12,COPA,ADPE,10/30/2011,4300,4200,124,113.8453381
2011-12,COPA,ADPE,10/30/2011,4850,3650,132,118.4240804
2011-12,COPA,ADPE,10/30/2011,4650,3700,126,113.2349184
2011-12,COPA,ADPE,10/30/2011,5100,3450,121,110.8755466
2011-12,COPA,ADPE,10/30/2011,4100,3400,123,112.0878674
2012-13,COPA,ADPE,11/3/2012,4500,3200,120,107.1260032
2012-13,COPA,ADPE,11/3/2012,4600,3200,118,103.0561597
2012-13,COPA,ADPE,11/3/2012,4800,3700,124,109.0127544
2012-13,COPA,ADPE,11/3/2012,4100,3700,118,104.7075963
2012-13,COPA,ADPE,11/3/2012,3700,3100,102,91.71194266
2012-13,COPA,ADPE,11/3/2012,4300,3600,152,134.4626985
2012-13,COPA,ADPE,11/3/2012,4400,3200,126,109.6019456
2012-13,COPA,ADPE,11/3/2012,3300,3000,134,118.4029655
2012-13,COPA,ADPE,11/3/2012,4800,3900,122,105.7038336
2012-13,COPA,ADPE,11/3/2012,3300,3100,120,105.3226189
2012-13,COPA,ADPE,11/3/2012,4300,3500,132,118.1238912
2012-13,COPA,ADPE,11/3/2012,3900,3400,134,117.5886397
2012-13,COPA,ADPE,11/3/2012,4300,3700,120,105.4573855
2012-13,COPA,ADPE,11/3/2012,4700,3400,112,100.3290624
2012-13,COPA,ADPE,11/3/2012,4000,3100,94,82.83472282
2012-13,COPA,ADPE,11/3/2012,4000,4100,100,89.47314227
2012-13,COPA,ADPE,11/3/2012,4500,3700,118,104.6819082
2012-13,COPA,ADPE,11/3/2012,4400,3400,124,111.227904
2012-13,COPA,ADPE,11/3/2012,4200,3600,114,102.4874604
