YEAR,PROJECT,SPECIES,DATE,DAY_OF_SEASON,WEEK_OF_SEASON,FREQENCY,TRIP_DURATION
2013-14,CS,GEPE,1/21/2014,52,8,5604,6.733333333
2013-14,CS,GEPE,1/22/2014,53,8,5604,8.733333333
2013-14,CS,GEPE,1/22/2014,53,8,5604,15.73333333
2013-14,CS,GEPE,1/23/2014,54,8,5604,18.55
2013-14,CS,GEPE,1/24/2014,55,8,5604,17.5
2013-14,CS,GEPE,1/25/2014,56,8,5604,14.5
2013-14,CS,GEPE,1/26/2014,57,9,5604,17.5
2013-14,CS,GEPE,1/27/2014,58,9,5604,16.26666667
2013-14,CS,GEPE,1/28/2014,59,9,5604,19.75
2013-14,CS,GEPE,1/30/2014,61,9,5604,8.233333333
2013-14,CS,GEPE,1/30/2014,61,9,5604,21
2013-14,CS,GEPE,1/31/2014,62,9,5604,22.76666667
2013-14,CS,GEPE,2/1/2014,63,9,5604,19
2013-14,CS,GEPE,2/3/2014,65,10,5604,14.98333333
2013-14,CS,GEPE,2/3/2014,65,10,5604,20.25
2013-14,CS,GEPE,2/4/2014,66,10,5604,17.23333333
2013-14,CS,GEPE,2/5/2014,67,10,5604,16.73333333
2013-14,CS,GEPE,2/6/2014,68,10,5604,20.5
2013-14,CS,GEPE,2/8/2014,70,10,5604,16.25
2013-14,CS,GEPE,2/9/2014,71,11,5604,14
2013-14,CS,GEPE,2/10/2014,72,11,5604,13.78333333
2013-14,CS,GEPE,2/11/2014,73,11,5604,16
2013-14,CS,GEPE,2/17/2014,79,12,5604,16.25
2013-14,CS,GEPE,2/18/2014,80,12,5604,16.51666667
2013-14,CS,GEPE,1/17/2014,48,7,5632,8.516666667
2013-14,CS,GEPE,1/18/2014,49,7,5632,8.766666667
2013-14,CS,GEPE,1/19/2014,50,8,5632,9.266666667
2013-14,CS,GEPE,1/20/2014,51,8,5632,10.76666667
2013-14,CS,GEPE,1/21/2014,52,8,5632,9.766666667
2013-14,CS,GEPE,1/22/2014,53,8,5632,13.26666667
2013-14,CS,GEPE,1/23/2014,54,8,5632,10.26666667
2013-14,CS,GEPE,1/24/2014,55,8,5632,9.016666667
2013-14,CS,GEPE,1/25/2014,56,8,5632,11.01666667
2013-14,CS,GEPE,1/26/2014,57,9,5632,9.266666667
2013-14,CS,GEPE,1/27/2014,58,9,5632,10.51666667
2013-14,CS,GEPE,1/28/2014,59,9,5632,11.26666667
2013-14,CS,GEPE,1/29/2014,60,9,5632,10.51666667
2013-14,CS,GEPE,1/30/2014,61,9,5632,10.01666667
2013-14,CS,GEPE,1/31/2014,62,9,5632,10.51666667
2013-14,CS,GEPE,2/1/2014,63,9,5632,10.25
2013-14,CS,GEPE,2/2/2014,64,10,5632,9.25
2013-14,CS,GEPE,2/3/2014,65,10,5632,13.51666667
2013-14,CS,GEPE,2/4/2014,66,10,5632,13.26666667
2013-14,CS,GEPE,2/5/2014,67,10,5632,12.51666667
2013-14,CS,GEPE,2/6/2014,68,10,5632,13.53333333
2013-14,CS,GEPE,2/7/2014,69,10,5632,14.01666667
2013-14,CS,GEPE,2/8/2014,70,10,5632,8
2013-14,CS,GEPE,2/9/2014,71,11,5632,14
2013-14,CS,GEPE,2/10/2014,72,11,5632,12.23333333
2013-14,CS,GEPE,2/11/2014,73,11,5632,10.48333333
2013-14,CS,GEPE,1/14/2014,45,7,5657,6.233333333
2013-14,CS,GEPE,1/17/2014,48,7,5657,8.25
2013-14,CS,GEPE,1/17/2014,48,7,5657,15.48333333
2013-14,CS,GEPE,1/19/2014,50,8,5657,11.25
2013-14,CS,GEPE,1/20/2014,51,8,5657,6.5
2013-14,CS,GEPE,1/20/2014,51,8,5657,5.516666667
2013-14,CS,GEPE,1/21/2014,52,8,5657,14.53333333
2013-14,CS,GEPE,1/22/2014,53,8,5657,6.266666667
2013-14,CS,GEPE,1/23/2014,54,8,5657,7.766666667
2013-14,CS,GEPE,1/24/2014,55,8,5657,5.5
2013-14,CS,GEPE,1/24/2014,55,8,5657,7.516666667
2013-14,CS,GEPE,1/25/2014,56,8,5657,22.25
2013-14,CS,GEPE,1/26/2014,57,9,5657,9.266666667
2013-14,CS,GEPE,1/27/2014,58,9,5657,7.233333333
2013-14,CS,GEPE,1/27/2014,58,9,5657,11.75
2013-14,CS,GEPE,1/29/2014,60,9,5657,9.25
2013-14,CS,GEPE,1/29/2014,60,9,5657,8.533333333
2013-14,CS,GEPE,1/30/2014,61,9,5657,8.516666667
2013-14,CS,GEPE,1/31/2014,62,9,5657,9.266666667
2013-14,CS,GEPE,2/1/2014,63,9,5657,8.766666667
2013-14,CS,GEPE,2/2/2014,64,10,5657,8.016666667
2013-14,CS,GEPE,2/2/2014,64,10,5657,11.98333333
2013-14,CS,GEPE,2/3/2014,65,10,5657,4.766666667
2013-14,CS,GEPE,2/4/2014,66,10,5657,7.016666667
2013-14,CS,GEPE,2/5/2014,67,10,5657,23.26666667
2013-14,CS,GEPE,2/6/2014,68,10,5657,11.01666667
2013-14,CS,GEPE,2/7/2014,69,10,5657,15.5
2013-14,CS,GEPE,2/7/2014,69,10,5657,22.25
2013-14,CS,GEPE,2/9/2014,71,11,5657,17.01666667
2013-14,CS,GEPE,2/10/2014,72,11,5657,16.01666667
2013-14,CS,GEPE,2/11/2014,73,11,5657,16.26666667
2013-14,CS,GEPE,2/17/2014,79,12,5657,14.26666667
2013-14,CS,GEPE,2/18/2014,80,12,5657,15.53333333
2013-14,CS,GEPE,2/19/2014,81,12,5657,16.25
2013-14,CS,GEPE,2/20/2014,82,12,5657,14.51666667
2013-14,CS,GEPE,2/21/2014,83,12,5657,15.75
2013-14,CS,GEPE,2/22/2014,84,12,5657,15.75
2013-14,CS,GEPE,2/23/2014,85,13,5657,18.76666667
2013-14,CS,GEPE,1/19/2014,50,8,5669,5.266666667
2013-14,CS,GEPE,1/22/2014,53,8,5669,9.75
2013-14,CS,GEPE,1/23/2014,54,8,5669,25.51666667
2013-14,CS,GEPE,1/24/2014,55,8,5669,9.266666667
2013-14,CS,GEPE,1/25/2014,56,8,5669,11.03333333
2013-14,CS,GEPE,1/26/2014,57,9,5669,8.733333333
2013-14,CS,GEPE,1/26/2014,57,9,5669,7.266666667
2013-14,CS,GEPE,1/27/2014,58,9,5669,8.016666667
2013-14,CS,GEPE,1/28/2014,59,9,5669,6.75
2013-14,CS,GEPE,1/29/2014,60,9,5669,7.75
2013-14,CS,GEPE,1/29/2014,60,9,5669,8.033333333
2013-14,CS,GEPE,1/30/2014,61,9,5669,8.516666667
2013-14,CS,GEPE,1/31/2014,62,9,5669,25.76666667
2013-14,CS,GEPE,2/1/2014,63,9,5669,11.26666667
2013-14,CS,GEPE,2/2/2014,64,10,5669,23.01666667
2013-14,CS,GEPE,2/3/2014,65,10,5669,5.266666667
2013-14,CS,GEPE,2/3/2014,65,10,5669,5.516666667
2013-14,CS,GEPE,2/4/2014,66,10,5669,5.516666667
2013-14,CS,GEPE,2/5/2014,67,10,5669,10.75
2013-14,CS,GEPE,2/6/2014,68,10,5669,15.78333333
2013-14,CS,GEPE,2/7/2014,69,10,5669,14.03333333
2013-14,CS,GEPE,2/8/2014,70,10,5669,14.01666667
2013-14,CS,GEPE,2/9/2014,71,11,5669,16.53333333
2013-14,CS,GEPE,2/10/2014,72,11,5669,16.01666667
2013-14,CS,GEPE,2/11/2014,73,11,5669,15.01666667
2013-14,CS,GEPE,1/18/2014,49,7,5681,7.266666667
2013-14,CS,GEPE,1/19/2014,50,8,5681,34.26666667
2013-14,CS,GEPE,1/21/2014,52,8,5681,21.01666667
2013-14,CS,GEPE,1/22/2014,53,8,5681,43.25
2013-14,CS,GEPE,1/24/2014,55,8,5681,15.53333333
2013-14,CS,GEPE,1/25/2014,56,8,5681,6.516666667
2013-14,CS,GEPE,1/26/2014,57,9,5681,10.01666667
2013-14,CS,GEPE,1/27/2014,58,9,5681,7.266666667
2013-14,CS,GEPE,1/28/2014,59,9,5681,6.5
2013-14,CS,GEPE,1/29/2014,60,9,5681,10.5
2013-14,CS,GEPE,1/29/2014,60,9,5681,18.25
2013-14,CS,GEPE,1/31/2014,62,9,5681,9.25
2013-14,CS,GEPE,2/1/2014,63,9,5681,9.5
2013-14,CS,GEPE,2/2/2014,64,10,5681,10.5
2013-14,CS,GEPE,2/6/2014,68,10,5681,9.766666667
2013-14,CS,GEPE,2/7/2014,69,10,5681,58.01666667
2013-14,CS,GEPE,2/10/2014,72,11,5681,17.25
2013-14,CS,GEPE,2/11/2014,73,11,5681,16
2013-14,CS,GEPE,2/18/2014,80,12,5681,17.53333333
2013-14,CS,GEPE,2/19/2014,81,12,5681,14.76666667
2013-14,CS,GEPE,2/20/2014,82,12,5681,41.75
2013-14,CS,GEPE,2/22/2014,84,12,5681,39.75
2013-14,CS,GEPE,2/24/2014,86,13,5681,39.25
2013-14,CS,GEPE,1/19/2014,50,8,5708,9.983333333
2013-14,CS,GEPE,1/20/2014,51,8,5708,12
2013-14,CS,GEPE,1/21/2014,52,8,5708,7.5
2013-14,CS,GEPE,1/22/2014,53,8,5708,8.75
2013-14,CS,GEPE,1/22/2014,53,8,5708,5.533333333
2013-14,CS,GEPE,1/23/2014,54,8,5708,11.5
2013-14,CS,GEPE,1/24/2014,55,8,5708,13.26666667
2013-14,CS,GEPE,1/25/2014,56,8,5708,4.016666667
2013-14,CS,GEPE,1/25/2014,56,8,5708,7.516666667
2013-14,CS,GEPE,1/26/2014,57,9,5708,13.53333333
2013-14,CS,GEPE,1/27/2014,58,9,5708,10.03333333
2013-14,CS,GEPE,1/28/2014,59,9,5708,11.53333333
2013-14,CS,GEPE,1/29/2014,60,9,5708,15.75
2013-14,CS,GEPE,1/30/2014,61,9,5708,8.533333333
2013-14,CS,GEPE,1/31/2014,62,9,5708,9.75
2013-14,CS,GEPE,2/1/2014,63,9,5708,16
2013-14,CS,GEPE,2/2/2014,64,10,5708,14.5
2013-14,CS,GEPE,2/3/2014,65,10,5708,14.25
2013-14,CS,GEPE,2/4/2014,66,10,5708,12.28333333
2013-14,CS,GEPE,2/5/2014,67,10,5708,14.26666667
2013-14,CS,GEPE,2/6/2014,68,10,5708,11.5
2013-14,CS,GEPE,2/7/2014,69,10,5708,12.98333333
2013-14,CS,GEPE,2/8/2014,70,10,5708,10.73333333
2013-14,CS,GEPE,2/8/2014,70,10,5708,5.533333333
2013-14,CS,GEPE,2/9/2014,71,11,5708,19.51666667
2013-14,CS,GEPE,2/10/2014,72,11,5708,14.76666667
2013-14,CS,GEPE,2/11/2014,73,11,5708,14.76666667
2013-14,CS,GEPE,2/17/2014,79,12,5708,14.3
2013-14,CS,GEPE,2/18/2014,80,12,5708,15.75
2013-14,CS,GEPE,2/19/2014,81,12,5708,44.78333333
2013-14,CS,GEPE,2/21/2014,83,12,5708,13.76666667
2013-14,CS,GEPE,2/22/2014,84,12,5708,17
2013-14,CS,GEPE,2/23/2014,85,13,5708,38.76666667
2013-14,CS,GEPE,1/18/2014,49,7,5722,9.25
2013-14,CS,GEPE,1/19/2014,50,8,5722,9.983333333
2013-14,CS,GEPE,1/19/2014,50,8,5722,4.266666667
2013-14,CS,GEPE,1/20/2014,51,8,5722,10.23333333
2013-14,CS,GEPE,1/21/2014,52,8,5722,10
2013-14,CS,GEPE,1/22/2014,53,8,5722,12.48333333
2013-14,CS,GEPE,1/23/2014,54,8,5722,10.23333333
2013-14,CS,GEPE,1/24/2014,55,8,5722,10.98333333
2013-14,CS,GEPE,1/24/2014,55,8,5722,4.016666667
2013-14,CS,GEPE,1/25/2014,56,8,5722,17.01666667
2013-14,CS,GEPE,1/26/2014,57,9,5722,8.483333333
2013-14,CS,GEPE,1/27/2014,58,9,5722,8.733333333
2013-14,CS,GEPE,1/28/2014,59,9,5722,9.233333333
2013-14,CS,GEPE,1/29/2014,60,9,5722,10.51666667
2013-14,CS,GEPE,1/30/2014,61,9,5722,9.766666667
2013-14,CS,GEPE,1/31/2014,62,9,5722,13.03333333
2013-14,CS,GEPE,2/1/2014,63,9,5722,9.266666667
2013-14,CS,GEPE,2/2/2014,64,10,5722,7.283333333
2013-14,CS,GEPE,2/3/2014,65,10,5722,15.5
2013-14,CS,GEPE,2/4/2014,66,10,5722,6.783333333
2013-14,CS,GEPE,2/5/2014,67,10,5722,15.5
2013-14,CS,GEPE,2/6/2014,68,10,5722,10.3
2013-14,CS,GEPE,2/7/2014,69,10,5722,12.98333333
2013-14,CS,GEPE,2/8/2014,70,10,5722,13.73333333
2013-14,CS,GEPE,2/9/2014,71,11,5722,15.5
2013-14,CS,GEPE,2/10/2014,72,11,5722,16.25
2013-14,CS,GEPE,2/11/2014,73,11,5722,14.5
2013-14,CS,GEPE,2/17/2014,79,12,5722,15.75
2013-14,CS,GEPE,2/18/2014,80,12,5722,14.76666667
2013-14,CS,GEPE,1/18/2014,49,7,5729,8.233333333
2013-14,CS,GEPE,1/18/2014,49,7,5729,8.533333333
2013-14,CS,GEPE,1/19/2014,50,8,5729,6.766666667
2013-14,CS,GEPE,1/19/2014,50,8,5729,6.516666667
2013-14,CS,GEPE,1/20/2014,51,8,5729,5.733333333
2013-14,CS,GEPE,1/20/2014,51,8,5729,16.75
2013-14,CS,GEPE,1/21/2014,52,8,5729,5.283333333
2013-14,CS,GEPE,1/22/2014,53,8,5729,8.516666667
2013-14,CS,GEPE,1/23/2014,54,8,5729,9.016666667
2013-14,CS,GEPE,1/24/2014,55,8,5729,10.28333333
2013-14,CS,GEPE,1/25/2014,56,8,5729,7.25
2013-14,CS,GEPE,1/25/2014,56,8,5729,10.98333333
2013-14,CS,GEPE,1/27/2014,58,9,5729,12.78333333
2013-14,CS,GEPE,1/28/2014,59,9,5729,7.016666667
2013-14,CS,GEPE,1/29/2014,60,9,5729,7.766666667
2013-14,CS,GEPE,1/30/2014,61,9,5729,27.26666667
2013-14,CS,GEPE,2/1/2014,63,9,5729,13.01666667
2013-14,CS,GEPE,2/2/2014,64,10,5729,7.783333333
2013-14,CS,GEPE,2/3/2014,65,10,5729,15.01666667
2013-14,CS,GEPE,2/4/2014,66,10,5729,7.783333333
2013-14,CS,GEPE,2/5/2014,67,10,5729,15.5
2013-14,CS,GEPE,2/6/2014,68,10,5729,18.8
2013-14,CS,GEPE,2/7/2014,69,10,5729,10.78333333
2013-14,CS,GEPE,2/8/2014,70,10,5729,14.03333333
2013-14,CS,GEPE,2/9/2014,71,11,5729,11.28333333
2013-14,CS,GEPE,2/9/2014,71,11,5729,47.26666667
2013-14,CS,GEPE,1/19/2014,50,8,5747,8.983333333
2013-14,CS,GEPE,1/19/2014,50,8,5747,5.516666667
2013-14,CS,GEPE,1/20/2014,51,8,5747,7.766666667
2013-14,CS,GEPE,1/21/2014,52,8,5747,8.266666667
2013-14,CS,GEPE,1/21/2014,52,8,5747,4.766666667
2013-14,CS,GEPE,1/22/2014,53,8,5747,4.766666667
2013-14,CS,GEPE,1/24/2014,55,8,5747,9.266666667
2013-14,CS,GEPE,1/25/2014,56,8,5747,10.78333333
2013-14,CS,GEPE,1/27/2014,58,9,5747,7.233333333
2013-14,CS,GEPE,1/27/2014,58,9,5747,4.533333333
2013-14,CS,GEPE,1/28/2014,59,9,5747,4.016666667
2013-14,CS,GEPE,1/28/2014,59,9,5747,6.766666667
2013-14,CS,GEPE,1/29/2014,60,9,5747,5.266666667
2013-14,CS,GEPE,1/29/2014,60,9,5747,4.5
2013-14,CS,GEPE,1/29/2014,60,9,5747,23.01666667
2013-14,CS,GEPE,1/31/2014,62,9,5747,5
2013-14,CS,GEPE,1/31/2014,62,9,5747,30.03333333
2013-14,CS,GEPE,2/2/2014,64,10,5747,14.51666667
2013-14,CS,GEPE,2/3/2014,65,10,5747,16.25
2013-14,CS,GEPE,2/3/2014,65,10,5747,20
2013-14,CS,GEPE,2/5/2014,67,10,5747,16.53333333
2013-14,CS,GEPE,2/6/2014,68,10,5747,12.8
2013-14,CS,GEPE,2/7/2014,69,10,5747,54
2013-14,CS,GEPE,2/9/2014,71,11,5747,4.033333333
2013-14,CS,GEPE,2/10/2014,72,11,5747,5.8
2013-14,CS,GEPE,1/19/2014,50,8,5779,13.5
2013-14,CS,GEPE,1/19/2014,50,8,5779,9.75
2013-14,CS,GEPE,1/20/2014,51,8,5779,4.266666667
2013-14,CS,GEPE,1/20/2014,51,8,5779,4.016666667
2013-14,CS,GEPE,1/21/2014,52,8,5779,9.766666667
2013-14,CS,GEPE,1/22/2014,53,8,5779,12.28333333
2013-14,CS,GEPE,1/22/2014,53,8,5779,4.516666667
2013-14,CS,GEPE,1/23/2014,54,8,5779,14.01666667
2013-14,CS,GEPE,1/23/2014,54,8,5779,9.5
2013-14,CS,GEPE,1/24/2014,55,8,5779,9.033333333
2013-14,CS,GEPE,1/25/2014,56,8,5779,7.516666667
2013-14,CS,GEPE,1/26/2014,57,9,5779,9.983333333
2013-14,CS,GEPE,1/26/2014,57,9,5779,12.75
2013-14,CS,GEPE,1/27/2014,58,9,5779,6.283333333
2013-14,CS,GEPE,1/28/2014,59,9,5779,6.266666667
2013-14,CS,GEPE,1/29/2014,60,9,5779,27.51666667
2013-14,CS,GEPE,1/31/2014,62,9,5779,12.25
2013-14,CS,GEPE,2/1/2014,63,9,5779,14.78333333
2013-14,CS,GEPE,2/2/2014,64,10,5779,12.51666667
2013-14,CS,GEPE,2/3/2014,65,10,5779,17.25
2013-14,CS,GEPE,2/4/2014,66,10,5779,13.98333333
2013-14,CS,GEPE,2/5/2014,67,10,5779,12.5
2013-14,CS,GEPE,2/6/2014,68,10,5779,37.76666667
2013-14,CS,GEPE,2/8/2014,70,10,5779,17.25
2013-14,CS,GEPE,2/9/2014,71,11,5779,18.26666667
2013-14,CS,GEPE,2/10/2014,72,11,5779,14.53333333
2013-14,CS,GEPE,2/11/2014,73,11,5779,14.51666667
2013-14,CS,GEPE,2/18/2014,80,12,5779,17.53333333
2013-14,CS,GEPE,1/13/2014,44,7,5844,9.766666667
2013-14,CS,GEPE,1/14/2014,45,7,5844,10.51666667
2013-14,CS,GEPE,1/17/2014,48,7,5844,13.53333333
2013-14,CS,GEPE,1/18/2014,49,7,5844,10.03333333
2013-14,CS,GEPE,1/19/2014,50,8,5844,13.03333333
2013-14,CS,GEPE,1/20/2014,51,8,5844,15.78333333
2013-14,CS,GEPE,1/21/2014,52,8,5844,11.28333333
2013-14,CS,GEPE,1/22/2014,53,8,5844,9.283333333
2013-14,CS,GEPE,1/23/2014,54,8,5844,9.783333333
2013-14,CS,GEPE,1/24/2014,55,8,5844,9.033333333
2013-14,CS,GEPE,1/25/2014,56,8,5844,11.03333333
2013-14,CS,GEPE,1/26/2014,57,9,5844,11.53333333
2013-14,CS,GEPE,1/27/2014,58,9,5844,13.25
2013-14,CS,GEPE,1/28/2014,59,9,5844,10.78333333
2013-14,CS,GEPE,1/29/2014,60,9,5844,10.53333333
2013-14,CS,GEPE,1/30/2014,61,9,5844,10.26666667
2013-14,CS,GEPE,1/31/2014,62,9,5844,9.033333333
2013-14,CS,GEPE,2/1/2014,63,9,5844,9.75
2013-14,CS,GEPE,2/1/2014,63,9,5844,28.78333333
2013-14,CS,GEPE,2/3/2014,65,10,5844,6.933333333
2013-14,CS,GEPE,2/4/2014,66,10,5844,9.8
2013-14,CS,GEPE,2/5/2014,67,10,5844,13.05
2013-14,CS,GEPE,2/6/2014,68,10,5844,9.05
2013-14,CS,GEPE,2/7/2014,69,10,5844,13.55
2013-14,CS,GEPE,2/8/2014,70,10,5844,37.01666667
2013-14,CS,GEPE,2/10/2014,72,11,5844,13.55
2013-14,CS,GEPE,2/11/2014,73,11,5844,10.73333333
2013-14,CS,GEPE,2/17/2014,79,12,5844,15.8
2013-14,CS,GEPE,2/18/2014,80,12,5844,15.01666667
2013-14,CS,GEPE,1/17/2014,48,7,5857,10.25
2013-14,CS,GEPE,1/18/2014,49,7,5857,12.73333333
2013-14,CS,GEPE,1/19/2014,50,8,5857,6.75
2013-14,CS,GEPE,1/19/2014,50,8,5857,6.033333333
2013-14,CS,GEPE,1/20/2014,51,8,5857,12.53333333
2013-14,CS,GEPE,1/21/2014,52,8,5857,9.283333333
2013-14,CS,GEPE,1/22/2014,53,8,5857,10.53333333
2013-14,CS,GEPE,1/23/2014,54,8,5857,9.266666667
2013-14,CS,GEPE,1/24/2014,55,8,5857,9.283333333
2013-14,CS,GEPE,1/25/2014,56,8,5857,13.78333333
2013-14,CS,GEPE,1/26/2014,57,9,5857,10.01666667
2013-14,CS,GEPE,1/27/2014,58,9,5857,13.23333333
2013-14,CS,GEPE,1/28/2014,59,9,5857,17.51666667
2013-14,CS,GEPE,1/29/2014,60,9,5857,9.283333333
2013-14,CS,GEPE,1/30/2014,61,9,5857,7.25
2013-14,CS,GEPE,1/31/2014,62,9,5857,10.53333333
2013-14,CS,GEPE,2/1/2014,63,9,5857,10.78333333
2013-14,CS,GEPE,2/2/2014,64,10,5857,10.5
2013-14,CS,GEPE,2/3/2014,65,10,5857,16.76666667
2013-14,CS,GEPE,2/4/2014,66,10,5857,16.75
2013-14,CS,GEPE,2/5/2014,67,10,5857,15.01666667
2013-14,CS,GEPE,2/6/2014,68,10,5857,16.75
2013-14,CS,GEPE,2/7/2014,69,10,5857,16.28333333
2013-14,CS,GEPE,2/8/2014,70,10,5857,13.25
2013-14,CS,GEPE,2/8/2014,70,10,5857,20.5
2013-14,CS,GEPE,2/10/2014,72,11,5857,17.76666667
2013-14,CS,GEPE,2/11/2014,73,11,5857,16.25
2013-14,CS,GEPE,2/17/2014,79,12,5857,15.5
2013-14,CS,GEPE,2/18/2014,80,12,5857,10.05
2013-14,CS,GEPE,1/18/2014,49,7,5880,8.783333333
2013-14,CS,GEPE,1/19/2014,50,8,5880,12.28333333
2013-14,CS,GEPE,1/20/2014,51,8,5880,8.516666667
2013-14,CS,GEPE,1/21/2014,52,8,5880,9.25
2013-14,CS,GEPE,1/21/2014,52,8,5880,16.5
2013-14,CS,GEPE,1/22/2014,53,8,5880,18.25
2013-14,CS,GEPE,1/23/2014,54,8,5880,19.03333333
2013-14,CS,CHPE,1/9/2014,40,6,5020,8.5
2013-14,CS,CHPE,1/10/2014,41,6,5020,5
2013-14,CS,CHPE,1/12/2014,43,7,5020,7.75
2013-14,CS,CHPE,1/14/2014,45,7,5020,7.25
2013-14,CS,CHPE,1/17/2014,48,7,5020,6.5
2013-14,CS,CHPE,1/18/2014,49,7,5020,5.75
2013-14,CS,CHPE,1/19/2014,50,8,5020,6.75
2013-14,CS,CHPE,1/20/2014,51,8,5020,6
2013-14,CS,CHPE,1/20/2014,51,8,5020,13.75
2013-14,CS,CHPE,1/22/2014,53,8,5020,7.5
2013-14,CS,CHPE,1/23/2014,54,8,5020,6.25
2013-14,CS,CHPE,1/24/2014,55,8,5020,6
2013-14,CS,CHPE,1/26/2014,57,9,5020,6.25
2013-14,CS,CHPE,1/27/2014,58,9,5020,5.5
2013-14,CS,CHPE,1/28/2014,59,9,5020,6
2013-14,CS,CHPE,1/29/2014,60,9,5020,4.75
2013-14,CS,CHPE,1/30/2014,61,9,5020,7.75
2013-14,CS,CHPE,1/31/2014,62,9,5020,8.25
2013-14,CS,CHPE,2/1/2014,63,9,5020,5.25
2013-14,CS,CHPE,2/2/2014,64,10,5020,7.25
2013-14,CS,CHPE,2/3/2014,65,10,5020,8.75
2013-14,CS,CHPE,2/4/2014,66,10,5020,9.25
2013-14,CS,CHPE,2/5/2014,67,10,5020,7.75
2013-14,CS,CHPE,2/6/2014,68,10,5020,12
2013-14,CS,CHPE,2/7/2014,69,10,5020,7
2013-14,CS,CHPE,2/8/2014,70,10,5020,10.25
2013-14,CS,CHPE,2/9/2014,71,11,5020,13
2013-14,CS,CHPE,2/10/2014,72,11,5020,13.5
2013-14,CS,CHPE,2/11/2014,73,11,5020,14.25
2013-14,CS,CHPE,2/17/2014,79,12,5020,14.5
2013-14,CS,CHPE,2/18/2014,80,12,5020,12.75
2013-14,CS,CHPE,2/19/2014,81,12,5020,13.25
2013-14,CS,CHPE,2/20/2014,82,12,5020,12.25
2013-14,CS,CHPE,2/21/2014,83,12,5020,12
2013-14,CS,CHPE,2/22/2014,84,12,5020,11.75
2013-14,CS,CHPE,2/23/2014,85,13,5020,10.75
2013-14,CS,CHPE,1/12/2014,43,7,5042,5.5
2013-14,CS,CHPE,1/13/2014,44,7,5042,6
2013-14,CS,CHPE,1/14/2014,45,7,5042,7.25
2013-14,CS,CHPE,1/17/2014,48,7,5042,7
2013-14,CS,CHPE,1/18/2014,49,7,5042,6
2013-14,CS,CHPE,1/19/2014,50,8,5042,7
2013-14,CS,CHPE,1/20/2014,51,8,5042,5
2013-14,CS,CHPE,1/21/2014,52,8,5042,6.75
2013-14,CS,CHPE,1/22/2014,53,8,5042,6.5
2013-14,CS,CHPE,1/23/2014,54,8,5042,6.75
2013-14,CS,CHPE,1/24/2014,55,8,5042,8
2013-14,CS,CHPE,1/27/2014,58,9,5042,5.25
2013-14,CS,CHPE,1/28/2014,59,9,5042,6
2013-14,CS,CHPE,1/28/2014,59,9,5042,4.75
2013-14,CS,CHPE,1/29/2014,60,9,5042,5.5
2013-14,CS,CHPE,1/30/2014,61,9,5042,5.75
2013-14,CS,CHPE,1/31/2014,62,9,5042,6
2013-14,CS,CHPE,2/2/2014,64,10,5042,6.75
2013-14,CS,CHPE,2/3/2014,65,10,5042,7.75
2013-14,CS,CHPE,2/4/2014,66,10,5042,8
2013-14,CS,CHPE,2/5/2014,67,10,5042,8.75
2013-14,CS,CHPE,2/6/2014,68,10,5042,7.25
2013-14,CS,CHPE,2/7/2014,69,10,5042,7.5
2013-14,CS,CHPE,2/8/2014,70,10,5042,9.25
2013-14,CS,CHPE,2/9/2014,71,11,5042,8.25
2013-14,CS,CHPE,2/10/2014,72,11,5042,9
2013-14,CS,CHPE,2/11/2014,73,11,5042,5
2013-14,CS,CHPE,2/17/2014,79,12,5042,9.75
2013-14,CS,CHPE,2/18/2014,80,12,5042,9
2013-14,CS,CHPE,2/19/2014,81,12,5042,10
2013-14,CS,CHPE,2/20/2014,82,12,5042,11.5
2013-14,CS,CHPE,2/21/2014,83,12,5042,10.75
2013-14,CS,CHPE,2/22/2014,84,12,5042,14
2013-14,CS,CHPE,2/23/2014,85,13,5042,16
2013-14,CS,CHPE,1/10/2014,41,6,5063,9.5
2013-14,CS,CHPE,1/11/2014,42,6,5063,11.25
2013-14,CS,CHPE,1/13/2014,44,7,5063,4.75
2013-14,CS,CHPE,1/14/2014,45,7,5063,7.75
2013-14,CS,CHPE,1/17/2014,48,7,5063,7.75
2013-14,CS,CHPE,1/18/2014,49,7,5063,7.25
2013-14,CS,CHPE,1/19/2014,50,8,5063,5.25
2013-14,CS,CHPE,1/20/2014,51,8,5063,8.5
2013-14,CS,CHPE,1/21/2014,52,8,5063,7.25
2013-14,CS,CHPE,1/22/2014,53,8,5063,9
2013-14,CS,CHPE,1/23/2014,54,8,5063,8.25
2013-14,CS,CHPE,1/24/2014,55,8,5063,8.5
2013-14,CS,CHPE,1/25/2014,56,8,5063,5.75
2013-14,CS,CHPE,1/26/2014,57,9,5063,7.5
2013-14,CS,CHPE,1/27/2014,58,9,5063,6.25
2013-14,CS,CHPE,1/28/2014,59,9,5063,8.25
2013-14,CS,CHPE,1/29/2014,60,9,5063,11.25
2013-14,CS,CHPE,1/30/2014,61,9,5063,5.25
2013-14,CS,CHPE,1/31/2014,62,9,5063,7.25
2013-14,CS,CHPE,2/1/2014,63,9,5063,10.75
2013-14,CS,CHPE,2/2/2014,64,10,5063,7
2013-14,CS,CHPE,2/3/2014,65,10,5063,24.75
2013-14,CS,CHPE,2/5/2014,67,10,5063,6.25
2013-14,CS,CHPE,2/6/2014,68,10,5063,16.25
2013-14,CS,CHPE,2/7/2014,69,10,5063,6.25
